省份,城市,年,月,日,星期几,最高温度,最低温度,天气,风向,风力
海南,海口,2014,2,5,星期三,28℃,19℃,多云,无持续风向,微风
海南,海口,2014,2,6,星期四,28℃,20℃,多云,无持续风向,微风
海南,海口,2014,2,7,星期五,28℃,21℃,多云,无持续风向,微风
海南,海口,2014,2,8,星期六,26℃,22℃,多云,东南风,3-4级
海南,海口,2014,2,9,星期日,28℃,13℃,多云,东南风,3-4级
海南,海口,2014,2,10,星期一,14℃,11℃,小雨,东北风,3-4级
海南,海口,2014,2,11,星期二,12℃,10℃,小雨,东北风,3-4级
海南,海口,2014,2,12,星期三,16℃,10℃,小雨,东北风,3-4级
海南,海口,2014,2,13,星期四,11℃,9℃,小雨,无持续风向,微风
海南,海口,2014,2,14,星期五,13℃,12℃,阴,东北风,3-4级
海南,海口,2014,2,15,星期六,19℃,15℃,多云,无持续风向,微风
海南,海口,2014,2,16,星期日,21℃,18℃,多云,无持续风向,微风
海南,海口,2014,2,17,星期一,27℃,17℃,多云,无持续风向,微风
海南,海口,2014,2,18,星期二,27℃,9℃,小雨,东北风,4-5级
海南,海口,2014,2,19,星期三,11℃,10℃,小雨,东北风,4-5级
海南,海口,2014,2,20,星期四,16℃,11℃,阴,东北风,3-4级
海南,海口,2014,2,21,星期五,21℃,15℃,多云,无持续风向,微风
海南,海口,2014,2,22,星期六,23℃,18℃,多云,东北风,3-4级
海南,海口,2014,2,23,星期日,25℃,17℃,多云,无持续风向,微风
海南,海口,2014,2,24,星期一,25℃,17℃,多云,无持续风向,微风
海南,海口,2014,2,25,星期二,27℃,19℃,多云,无持续风向,微风
海南,海口,2014,2,26,星期三,25℃,19℃,阵雨,无持续风向,微风
海南,海口,2014,2,27,星期四,26℃,20℃,多云,东南风,3-4级
海南,海口,2014,2,28,星期五,26℃,20℃,多云,无持续风向,微风
贵州,贵阳,2014,2,1,星期六,19℃,11℃,多云,南风,微风
贵州,贵阳,2014,2,2,星期日,20℃,10℃,多云,南风,微风
贵州,贵阳,2014,2,3,星期一,20℃,10℃,多云,东南风,微风
贵州,贵阳,2014,2,4,星期二,15℃,11℃,阴,东风,微风
贵州,贵阳,2014,2,5,星期三,21℃,5℃,多云,南风,3-4级
贵州,贵阳,2014,2,6,星期四,4℃,1℃,阴,东北风,微风
贵州,贵阳,2014,2,7,星期五,2℃,0℃,小雨,东北风,微风
贵州,贵阳,2014,2,8,星期六,1℃,-3℃,小雨,东北风,微风
贵州,贵阳,2014,2,9,星期日,0℃,-3℃,雨夹雪,东北风,微风
贵州,贵阳,2014,2,10,星期一,0℃,-4℃,雨夹雪,东北风,微风
贵州,贵阳,2014,2,11,星期二,-1℃,-5℃,阴,东北风,微风
贵州,贵阳,2014,2,12,星期三,-2℃,-5℃,雨夹雪,东北风,微风
贵州,贵阳,2014,2,13,星期四,0℃,-2℃,阴,东北风,微风
贵州,贵阳,2014,2,14,星期五,4℃,-1℃,阴,东风,微风
贵州,贵阳,2014,2,15,星期六,4℃,0℃,阴,东南风,微风
贵州,贵阳,2014,2,16,星期日,5℃,2℃,小雨,东南风,微风
贵州,贵阳,2014,2,17,星期一,4℃,-2℃,小雨,东北风,微风
贵州,贵阳,2014,2,18,星期二,1℃,-3℃,大雪,东北风,微风
贵州,贵阳,2014,2,19,星期三,7℃,-2℃,晴,东北风,微风
贵州,贵阳,2014,2,20,星期四,12℃,3℃,晴,东南风,微风
贵州,贵阳,2014,2,21,星期五,13℃,6℃,多云,南风,微风
贵州,贵阳,2014,2,22,星期六,10℃,6℃,阴,南风,微风
贵州,贵阳,2014,2,23,星期日,9℃,5℃,小雨,东南风,微风
贵州,贵阳,2014,2,24,星期一,9℃,4℃,小雨,东南风,微风
贵州,贵阳,2014,2,25,星期二,9℃,5℃,小雨,东风,微风
贵州,贵阳,2014,2,26,星期三,11℃,7℃,阴,东风,微风
贵州,贵阳,2014,2,27,星期四,10℃,7℃,阴,东风,微风
贵州,贵阳,2014,2,28,星期五,9℃,5℃,小雨,东北风,微风
陕西,西安,2014,2,1,星期六,14℃,1℃,霾,东北风,微风
陕西,西安,2014,2,2,星期日,14℃,1℃,晴,西南风,微风
陕西,西安,2014,2,3,星期一,12℃,0℃,多云,东风,微风
陕西,西安,2014,2,4,星期二,3℃,-1℃,小雨,东北风,3-4级
陕西,西安,2014,2,5,星期三,1℃,-3℃,小雪,东风,微风
陕西,西安,2014,2,6,星期四,0℃,-4℃,小雪,东北风,微风
陕西,西安,2014,2,7,星期五,2℃,-4℃,多云,东北风,微风
陕西,西安,2014,2,8,星期六,2℃,-4℃,阴,东风,微风
陕西,西安,2014,2,9,星期日,1℃,-4℃,小雪,东北风,微风
陕西,西安,2014,2,10,星期一,2℃,-4℃,阴,东北风,微风
陕西,西安,2014,2,11,星期二,2℃,-4℃,阴,东北风,微风
陕西,西安,2014,2,12,星期三,1℃,-3℃,小雪,东北风,微风
陕西,西安,2014,2,13,星期四,3℃,-3℃,阴,东北风,微风
陕西,西安,2014,2,14,星期五,5℃,-2℃,多云,东北风,微风
陕西,西安,2014,2,15,星期六,5℃,-2℃,阴,东风,微风
陕西,西安,2014,2,16,星期日,1℃,-1℃,小雪,南风,微风
陕西,西安,2014,2,17,星期一,2℃,-2℃,小到中雪,西南风,微风
陕西,西安,2014,2,18,星期二,6℃,-2℃,多云,东北风,微风
陕西,西安,2014,2,19,星期三,9℃,-2℃,晴,东北风,微风
陕西,西安,2014,2,20,星期四,9℃,-1℃,晴,东北风,微风
陕西,西安,2014,2,21,星期五,9℃,0℃,阴,东风,微风
陕西,西安,2014,2,22,星期六,9℃,1℃,多云,东风,微风
陕西,西安,2014,2,23,星期日,9℃,1℃,阴,东北风,微风
陕西,西安,2014,2,24,星期一,10℃,3℃,阴,东风,微风
陕西,西安,2014,2,25,星期二,10℃,3℃,霾,东风,微风
陕西,西安,2014,2,26,星期三,11℃,4℃,霾,东风,微风
陕西,西安,2014,2,27,星期四,10℃,4℃,阴,东风,微风
陕西,西安,2014,2,28,星期五,7℃,2℃,小雨,东风,微风
山西,太原,2014,2,1,星期六,14℃,-3℃,晴,无持续风向,微风
山西,太原,2014,2,2,星期日,14℃,-6℃,晴,无持续风向,微风
山西,太原,2014,2,3,星期一,6℃,-10℃,晴,无持续风向,微风
山西,太原,2014,2,4,星期二,0℃,-6℃,阴,西北风,微风
山西,太原,2014,2,5,星期三,-1℃,-8℃,小雪,无持续风向,微风
山西,太原,2014,2,6,星期四,-2℃,-9℃,小雪,无持续风向,微风
山西,太原,2014,2,7,星期五,-2℃,-9℃,阵雪,无持续风向,微风
山西,太原,2014,2,8,星期六,0℃,-13℃,晴,西北风,3-4级
山西,太原,2014,2,9,星期日,-3℃,-14℃,多云,无持续风向,微风
山西,太原,2014,2,10,星期一,-4℃,-14℃,晴,无持续风向,微风
山西,太原,2014,2,11,星期二,0℃,-13℃,晴,无持续风向,微风
山西,太原,2014,2,12,星期三,1℃,-10℃,多云,无持续风向,微风
山西,太原,2014,2,13,星期四,1℃,-10℃,阴,西北风,微风
山西,太原,2014,2,14,星期五,3℃,-9℃,多云,无持续风向,微风
山西,太原,2014,2,15,星期六,6℃,-8℃,多云,无持续风向,微风
山西,太原,2014,2,16,星期日,3℃,-6℃,阴,无持续风向,微风
山西,太原,2014,2,17,星期一,0℃,-5℃,小雪,无持续风向,微风
山西,太原,2014,2,18,星期二,4℃,-7℃,多云,无持续风向,微风
山西,太原,2014,2,19,星期三,4℃,-10℃,晴,无持续风向,微风
山西,太原,2014,2,20,星期四,6℃,-8℃,晴,无持续风向,微风
山西,太原,2014,2,21,星期五,8℃,-5℃,晴,无持续风向,微风
山西,太原,2014,2,22,星期六,8℃,-4℃,多云,无持续风向,微风
山西,太原,2014,2,23,星期日,7℃,-1℃,阴,无持续风向,微风
山西,太原,2014,2,24,星期一,10℃,1℃,多云,无持续风向,微风
山西,太原,2014,2,25,星期二,10℃,2℃,多云,无持续风向,微风
山西,太原,2014,2,26,星期三,10℃,-2℃,小雨,无持续风向,微风
山西,太原,2014,2,27,星期四,7℃,-2℃,晴,西北风,3-4级
山西,太原,2014,2,28,星期五,4℃,-3℃,小雪,无持续风向,微风
青海,西宁,2014,2,1,星期六,13℃,-11℃,晴,无持续风向,微风
青海,西宁,2014,2,2,星期日,14℃,-11℃,晴,无持续风向,微风
青海,西宁,2014,2,3,星期一,14℃,-10℃,晴,无持续风向,微风
青海,西宁,2014,2,4,星期二,10℃,-8℃,多云,无持续风向,微风
青海,西宁,2014,2,5,星期三,8℃,-9℃,晴,无持续风向,微风
青海,西宁,2014,2,6,星期四,0℃,-14℃,小雪,无持续风向,微风
青海,西宁,2014,2,7,星期五,4℃,-12℃,多云,无持续风向,微风
青海,西宁,2014,2,8,星期六,-2℃,-12℃,阵雪,无持续风向,微风
青海,西宁,2014,2,9,星期日,0℃,-14℃,多云,无持续风向,微风
青海,西宁,2014,2,10,星期一,-1℃,-14℃,阴,无持续风向,微风
青海,西宁,2014,2,11,星期二,-2℃,-14℃,阵雪,无持续风向,微风
青海,西宁,2014,2,12,星期三,-2℃,-15℃,小雪,无持续风向,微风
青海,西宁,2014,2,13,星期四,2℃,-15℃,多云,无持续风向,微风
青海,西宁,2014,2,14,星期五,4℃,-12℃,多云,无持续风向,微风
青海,西宁,2014,2,15,星期六,0℃,-10℃,阵雪,无持续风向,微风
青海,西宁,2014,2,16,星期日,-2℃,-10℃,小雪,无持续风向,微风
青海,西宁,2014,2,17,星期一,0℃,-13℃,小雪,无持续风向,微风
青海,西宁,2014,2,18,星期二,2℃,-14℃,多云,无持续风向,微风
青海,西宁,2014,2,19,星期三,6℃,-15℃,多云,无持续风向,微风
青海,西宁,2014,2,20,星期四,8℃,-12℃,多云,无持续风向,微风
青海,西宁,2014,2,21,星期五,10℃,-12℃,晴,无持续风向,微风
青海,西宁,2014,2,22,星期六,11℃,-10℃,多云,无持续风向,微风
青海,西宁,2014,2,23,星期日,11℃,-8℃,多云,无持续风向,微风
青海,西宁,2014,2,24,星期一,13℃,-8℃,多云,无持续风向,微风
青海,西宁,2014,2,25,星期二,12℃,-4℃,多云,无持续风向,微风
青海,西宁,2014,2,26,星期三,4℃,-8℃,阴,无持续风向,微风
青海,西宁,2014,2,27,星期四,6℃,-7℃,阴,无持续风向,微风
青海,西宁,2014,2,28,星期五,4℃,-8℃,多云,无持续风向,微风
内蒙古,呼和浩特,2014,2,1,星期六,6℃,-5℃,晴,西风,3-4级
内蒙古,呼和浩特,2014,2,2,星期日,-1℃,-13℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,3,星期一,-7℃,-18℃,晴,西北风,4-5级
内蒙古,呼和浩特,2014,2,4,星期二,-6℃,-12℃,多云,无持续风向,微风
内蒙古,呼和浩特,2014,2,5,星期三,-1℃,-9℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,6,星期四,-1℃,-7℃,小雪,无持续风向,微风
内蒙古,呼和浩特,2014,2,7,星期五,-2℃,-13℃,小雪,西北风,3-4级
内蒙古,呼和浩特,2014,2,8,星期六,-8℃,-20℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,9,星期日,-10℃,-15℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,10,星期一,-6℃,-16℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,11,星期二,-4℃,-16℃,晴,西北风,3-4级
内蒙古,呼和浩特,2014,2,12,星期三,-3℃,-12℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,13,星期四,-1℃,-10℃,多云,无持续风向,微风
内蒙古,呼和浩特,2014,2,14,星期五,-2℃,-10℃,阵雪,无持续风向,微风
内蒙古,呼和浩特,2014,2,15,星期六,1℃,-11℃,晴,东风,3-4级
内蒙古,呼和浩特,2014,2,16,星期日,1℃,-8℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,17,星期一,2℃,-5℃,雨夹雪,东风,3-4级
内蒙古,呼和浩特,2014,2,18,星期二,1℃,-11℃,雨夹雪,西风,微风
内蒙古,呼和浩特,2014,2,19,星期三,0℃,-13℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,20,星期四,0℃,-9℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,21,星期五,5℃,-5℃,多云,无持续风向,微风
内蒙古,呼和浩特,2014,2,22,星期六,7℃,-2℃,多云,东南风,3-4级
内蒙古,呼和浩特,2014,2,23,星期日,6℃,-1℃,阴,西南风,微风
内蒙古,呼和浩特,2014,2,24,星期一,6℃,-2℃,阴,无持续风向,微风
内蒙古,呼和浩特,2014,2,25,星期二,8℃,2℃,小雨,无持续风向,微风
内蒙古,呼和浩特,2014,2,26,星期三,4℃,-8℃,雨夹雪,无持续风向,微风
内蒙古,呼和浩特,2014,2,27,星期四,2℃,-6℃,晴,无持续风向,微风
内蒙古,呼和浩特,2014,2,28,星期五,2℃,-7℃,阵雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,1,星期六,-12℃,-19℃,小雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,2,星期日,-13℃,-20℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,3,星期一,-13℃,-20℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,4,星期二,-13℃,-18℃,小雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,5,星期三,-14℃,-20℃,小雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,6,星期四,-15℃,-22℃,阵雪,无持续风向,微风
新疆,乌鲁木齐,2014,2,7,星期五,-16℃,-22℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,8,星期六,-12℃,-20℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,9,星期日,-13℃,-18℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,10,星期一,-11℃,-18℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,11,星期二,-13℃,-19℃,阵雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,12,星期三,-11℃,-19℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,13,星期四,-12℃,-19℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,14,星期五,-12℃,-18℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,15,星期六,-11℃,-18℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,16,星期日,-12℃,-18℃,小雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,17,星期一,-12℃,-19℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,18,星期二,-12℃,-19℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,19,星期三,-7℃,-12℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,20,星期四,-3℃,-11℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,21,星期五,-2℃,-11℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,22,星期六,-4℃,-10℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,23,星期日,0℃,-7℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,24,星期一,-3℃,-13℃,大雪,西北风,3-4级
新疆,乌鲁木齐,2014,2,25,星期二,-10℃,-20℃,多云,无持续风向,微风
新疆,乌鲁木齐,2014,2,26,星期三,-13℃,-18℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,27,星期四,-8℃,-17℃,晴,无持续风向,微风
新疆,乌鲁木齐,2014,2,28,星期五,-7℃,-15℃,晴,无持续风向,微风
西藏,拉萨,2014,2,1,星期六,11℃,-5℃,晴,无持续风向,微风
西藏,拉萨,2014,2,2,星期日,11℃,-4℃,晴,无持续风向,微风
西藏,拉萨,2014,2,3,星期一,12℃,-2℃,晴,无持续风向,微风
西藏,拉萨,2014,2,4,星期二,13℃,-4℃,晴,无持续风向,微风
西藏,拉萨,2014,2,5,星期三,14℃,-4℃,多云,无持续风向,微风
西藏,拉萨,2014,2,6,星期四,12℃,-2℃,晴,西风,5-6级
西藏,拉萨,2014,2,7,星期五,11℃,-3℃,晴,无持续风向,微风
西藏,拉萨,2014,2,8,星期六,13℃,0℃,晴,西风,5-6级
西藏,拉萨,2014,2,9,星期日,13℃,0℃,晴,无持续风向,微风
西藏,拉萨,2014,2,10,星期一,14℃,-2℃,晴,无持续风向,微风
西藏,拉萨,2014,2,11,星期二,13℃,-1℃,多云,西风,5-6级
西藏,拉萨,2014,2,12,星期三,14℃,-3℃,晴,西风,5-6级
西藏,拉萨,2014,2,13,星期四,12℃,-3℃,多云,无持续风向,微风
西藏,拉萨,2014,2,14,星期五,11℃,0℃,多云,无持续风向,微风
西藏,拉萨,2014,2,15,星期六,11℃,0℃,多云,无持续风向,微风
西藏,拉萨,2014,2,16,星期日,11℃,-1℃,多云,无持续风向,微风
西藏,拉萨,2014,2,17,星期一,8℃,-8℃,阵雪,无持续风向,微风
西藏,拉萨,2014,2,18,星期二,8℃,-8℃,多云,无持续风向,微风
西藏,拉萨,2014,2,19,星期三,9℃,-6℃,晴,无持续风向,微风
西藏,拉萨,2014,2,20,星期四,10℃,-6℃,晴,无持续风向,微风
西藏,拉萨,2014,2,21,星期五,14℃,-1℃,晴,无持续风向,微风
西藏,拉萨,2014,2,22,星期六,14℃,-1℃,晴,西风,5-6级
西藏,拉萨,2014,2,23,星期日,13℃,-1℃,阴,西风,5-6级
西藏,拉萨,2014,2,24,星期一,13℃,-4℃,多云,无持续风向,微风
西藏,拉萨,2014,2,25,星期二,12℃,-3℃,晴,无持续风向,微风
西藏,拉萨,2014,2,26,星期三,14℃,-1℃,晴,无持续风向,微风
西藏,拉萨,2014,2,27,星期四,13℃,0℃,多云,无持续风向,微风
西藏,拉萨,2014,2,28,星期五,12℃,1℃,阴,西风,5-6级
四川,成都,2014,2,1,星期六,16℃,5℃,多云,南风,微风
四川,成都,2014,2,2,星期日,17℃,8℃,多云,南风,微风
四川,成都,2014,2,3,星期一,15℃,10℃,多云,南风,微风
四川,成都,2014,2,4,星期二,14℃,9℃,阴,北风,微风
四川,成都,2014,2,5,星期三,12℃,6℃,阴,北风,微风
四川,成都,2014,2,6,星期四,7℃,3℃,小雨,北风,微风
四川,成都,2014,2,7,星期五,9℃,3℃,阴,北风,微风
四川,成都,2014,2,8,星期六,7℃,4℃,阴,北风,微风
四川,成都,2014,2,9,星期日,6℃,1℃,阵雨,北风,微风
四川,成都,2014,2,10,星期一,4℃,-1℃,雨夹雪,北风,微风
四川,成都,2014,2,11,星期二,5℃,0℃,雨夹雪,北风,微风
四川,成都,2014,2,12,星期三,5℃,1℃,小雨,北风,微风
四川,成都,2014,2,13,星期四,6℃,1℃,阴,北风,微风
四川,成都,2014,2,14,星期五,8℃,1℃,阴,东北风,微风
四川,成都,2014,2,15,星期六,10℃,2℃,阴,北风,微风
四川,成都,2014,2,16,星期日,7℃,3℃,阴,北风,微风
四川,成都,2014,2,17,星期一,6℃,2℃,小雨,北风,微风
四川,成都,2014,2,18,星期二,10℃,0℃,多云,南风,微风
四川,成都,2014,2,19,星期三,11℃,4℃,多云,北风,微风
四川,成都,2014,2,20,星期四,10℃,4℃,多云,南风,微风
四川,成都,2014,2,21,星期五,10℃,5℃,阴,南风,微风
四川,成都,2014,2,22,星期六,12℃,6℃,阴,南风,微风
四川,成都,2014,2,23,星期日,13℃,8℃,阴,北风,微风
四川,成都,2014,2,24,星期一,13℃,6℃,阴,北风,微风
四川,成都,2014,2,25,星期二,15℃,8℃,阴,南风,微风
四川,成都,2014,2,26,星期三,13℃,7℃,阴,北风,微风
四川,成都,2014,2,27,星期四,12℃,7℃,小雨,北风,微风
四川,成都,2014,2,28,星期五,11℃,6℃,阴,北风,微风
澳门,澳门,2014,2,1,星期六,24℃,17℃,多云,无持续风向,微风
澳门,澳门,2014,2,2,星期日,24℃,17℃,晴,无持续风向,微风
澳门,澳门,2014,2,3,星期一,25℃,17℃,晴,无持续风向,微风
澳门,澳门,2014,2,4,星期二,21℃,15℃,多云,东风,4-5级
澳门,澳门,2014,2,5,星期三,18℃,16℃,小雨,东风,3-4级
澳门,澳门,2014,2,6,星期四,21℃,17℃,多云,无持续风向,微风
澳门,澳门,2014,2,7,星期五,21℃,14℃,多云,无持续风向,微风
澳门,澳门,2014,2,8,星期六,17℃,11℃,中雨,北风,3-4级
澳门,澳门,2014,2,9,星期日,15℃,08℃,中雨,北风,3-4级
澳门,澳门,2014,2,10,星期一,10℃,07℃,小雨,北风,4-5级
澳门,澳门,2014,2,11,星期二,10℃,07℃,多云,北风,4-5级
澳门,澳门,2014,2,12,星期三,08℃,05℃,小雨,北风,3-4级
澳门,澳门,2014,2,13,星期四,07℃,05℃,中雨,北风,3-4级
澳门,澳门,2014,2,14,星期五,09℃,08℃,多云,北风,3-4级
澳门,澳门,2014,2,15,星期六,12℃,11℃,多云,北风,3-4级
澳门,澳门,2014,2,16,星期日,15℃,13℃,小雨,无持续风向,微风
澳门,澳门,2014,2,18,星期二,22℃,07℃,中雨,无持续风向,微风
澳门,澳门,2014,2,19,星期三,11℃,07℃,中雨,北风,4-5级
澳门,澳门,2014,2,20,星期四,13℃,09℃,晴,北风,3-4级
澳门,澳门,2014,2,21,星期五,17℃,12℃,晴,东风,3-4级
澳门,澳门,2014,2,22,星期六,17℃,13℃,小雨,东风,3-4级
澳门,澳门,2014,2,23,星期日,19℃,14℃,多云,无持续风向,微风
澳门,澳门,2014,2,24,星期一,21℃,15℃,多云,东风,3-4级
